questId,title,detail,category,type
273,新編「三川艦隊」ソロモン方面へ！,第一艦隊に編成した「三川艦隊」を南方海域に進出させ、同方面の敵艦隊を撃滅せよ！,2,4
274,「第六駆逐隊」対潜哨戒なのです！,「第六駆逐隊」を含む艦隊で鎮守府正面へ展開、対潜哨戒を実施せよ！,2,4
275,抜錨！「第十八戦隊」,「天龍」「龍田」を基幹戦力とした「第十八戦隊」で出撃し、オリョール海の敵主力を撃滅せよ！,2,4
276,海上突入部隊、進発せよ！,「比叡」「霧島」「長良」「暁」「雷」「電」の艦隊で、南方海域進出作戦を実施、敵を撃滅せよ！,2,4
277,「第六駆逐隊」対潜哨戒を徹底なのです！,「第六駆逐隊」を含む艦隊で鎮守府正面で対潜哨戒を実施、敵潜水艦部隊を痛打せよ！,2,4
278,「第一水雷戦隊」ケ号作戦、突入せよ！,北方突入準備を完了した「一水戦」で北方キス島に突入！包囲網を破り、友軍を救出せよ！,2,4
279,「第一水雷戦隊」北方ケ号作戦、再突入！,北方再突入準備の新編「一水戦」で北方キス島に再突入を敢行、同撤収作戦を完遂せよ！,2,4
280,兵站線確保！海上警備を強化実施せよ！,海上警備任務：軽空母または軽巡級1隻、駆逐艦または海防艦を計3隻以上配備した海上護衛艦隊で、南西諸島沖警備、海上護衛作戦、南1号作戦、南西諸島哨戒を実施、各作戦海域の敵を撃滅せよ！,2,3
281,精鋭無比「第一戦隊」まかり通る！,第一艦隊第一戦隊、改装主力戦艦「長門改二」及び「陸奥改二」を中核とした水上打撃艦隊を編成、バシー海峡、北方AL海域戦闘哨戒、カレー洋リランカ島沖及び南方海域前面の敵を捕捉撃滅せよ！,2,4
282,精鋭無比「第一戦隊」まかり通る！【拡張作戦】,第一艦隊第一戦隊、改装主力戦艦「長門改二」及び「陸奥改二」を中核とした精鋭水上打撃艦隊を展開、南西諸島海域沖ノ島沖、南方海域サーモン海域北方、中部海域ピーコック島沖の敵戦力を撃滅せよ！,2,4
283,【GW期間限定】六周年出撃任務,六周年出撃任務：軽巡級1隻以上と駆逐艦または海防艦計2隻以上を含む艦隊で、製油所地帯沿岸、南西諸島防衛線、南西諸島近海、バシー海峡に展開！同方面の敵戦力を捕捉、これを撃滅せよ！,2,4
283,精強！「第一航空戦隊」出撃せよ！,第一艦隊旗艦「赤城改二(改二戊)」同二番艦「加賀」の第一航空戦隊を中核とした艦隊で、カレー洋リランカ島沖、珊瑚諸島沖に展開！さらにKW環礁沖海域に反復出撃！鎧袖一触！敵を粉砕せよ！,2,4
284,【GW期間限定】六周年出撃任務 -拡張作戦-,六周年出撃任務：水上機母艦または軽巡級1隻以上と駆逐艦2隻以上を含む艦隊で、北方キス島沖、西方カレー洋リランカ島沖、南方サブ島沖海域、中部グアノ環礁沖海域の敵艦隊を捕捉撃滅せよ！,2,4
284,南西諸島方面「海上警備行動」発令！,海上警備任務：軽空母または軽巡級1隻、駆逐艦または海防艦を計3隻以上配備した海上護衛艦隊で、南1号作戦、南西諸島哨戒、柳作戦、オリョール哨戒を実施、各作戦海域に出没する敵を撃滅せよ！,2,5
285,「空母機動部隊」北方海域に進出せよ！,航空母艦を旗艦とした空母機動部隊を北方AL海域方面に展開、敵戦力を撃滅せよ！,2,4
286,鎮守府正面の対潜哨戒を強化せよ！,鎮守府正面の対潜哨戒を強化し、海上資源輸送路の安全を確立せよ！,2,4
287,「第五航空戦隊」珊瑚諸島沖に出撃せよ！,再編成した「第五航空戦隊」を珊瑚諸島沖に展開、敵機動部隊を捕捉撃滅せよ！,2,4
288,新編「第二一戦隊」北方へ出撃せよ！,新編「第二一戦隊」を基幹とする艦隊で北方海域モーレイ海に出撃、敵を撃滅せよ！,2,4
289,「第十六戦隊(第一次)」出撃せよ！,「第十六戦隊(第一次)」をバシー島沖に展開、敵艦隊を撃滅せよ！,2,4
290,秋刀魚漁：今秋の「秋刀魚」も上々ね！,秋刀魚漁：今秋の「秋刀魚」も上々ね！秋刀魚漁の漁場に展開、「秋刀魚」を三尾入手、ですね。出撃しましょう！近海、北方海域、中部海域のどこかに秋刀魚漁に適した漁場があるようです！,2,4
290,「比叡」の出撃,「比叡」南方海域出撃任務：高速戦艦「比叡」を旗艦とする有力な艦隊で、南方海域サブ島沖海域及びサーモン海域に出撃。同作戦海域の敵艦隊と交戦、これを撃滅せよ！,2,4
291,秋刀魚漁：大切な漁場、ここは譲れません！,秋刀魚漁：なるほど…。漁場の安全を確保して「秋刀魚」を十尾確保すればいいのね。了解。暫く同じ海域で乱獲していると獲れにくくなる…か。ふ、問題ありません。海域を変えましょう。,2,4
291,艦隊司令部の強化 【実施段階】,艦隊司令部強化：「大淀」を旗艦、随伴艦に「明石」または水上機母艦を含む艦隊を編成、同艦隊で東部オリョール海、アルフォンシーノ方面、西方ジャム島沖に反復出撃、敵艦隊を捕捉撃滅せよ！,2,4
292,秋刀魚漁：大漁ですね…助かります。,秋刀魚漁：提督と皆さんのおかげで今秋もこんなに新鮮な「秋刀魚」を確保できました。本当にありがとうございます。もうひと踏ん張りだけお願いしてもいいですか？すみません。,2,4
292,重改装高速戦艦「金剛改二丙」、南方突入！,南方海域出撃任務：「金剛改二丙」を旗艦、随伴艦に金剛型1隻、駆逐艦2隻以上を含む艦隊で、南方海域前面、サブ島沖海域、サーモン海域、同海域北方に反復突入、各海域の敵を撃滅せよ！,2,4
293,「第三航空戦隊」南西諸島防衛線に出撃！,編成した「第三航空戦隊」を南西諸島防衛線に展開、敵侵攻艦隊を捕捉撃滅せよ！,2,4
294,「小沢艦隊」出撃せよ！,「小沢艦隊」を沖ノ島海域前面に展開し、侵攻する敵機動部隊を捕捉、これを撃滅せよ！,2,4
295,「第十六戦隊(第二次)」出撃せよ！,「第十六戦隊(第二次)」をオリョール海に展開、敵主力艦隊を捕捉、これを撃滅せよ！,2,4
296,新編成航空戦隊、北方へ進出せよ！,「新編成航空戦隊」をアルフォンシーノ方面へ進出、敵泊地の機動部隊を撃滅せよ！,2,4
297,「礼号作戦」実施せよ！,精強な「水上反撃部隊」で、南西諸島沖ノ島沖に突入！同海域の敵戦力を撃滅せよ！,2,4
298,「第七駆逐隊」、南西諸島を駆ける！,「曙」「潮」「漣」「朧」から成る「第七駆逐隊」2隻以上を含む有力な艦隊を編成、南西諸島近海、バシー海峡、東部オリョール海、沖ノ島海域の敵戦力を撃滅、南西諸島海域の制海権を確保せよ！,2,4
299,近海の警戒監視と哨戒活動を強化せよ！,軽巡旗艦、駆逐艦または海防艦2隻を含む艦隊を編成、南西諸島沖、製油所地帯沿岸、南西諸島防衛線、南西諸島近海、バシー海峡を哨戒、敵艦隊を捕捉撃滅、近海の制海権を確立せよ！,2,4
301,はじめての「演習」！,他の提督(プレイヤー)の艦隊と「演習」を行おう！,3,4
302,大規模演習,今週中に「演習」で他の提督の艦隊に対して20回「勝利」しよう！,3,2
303,「演習」で練度向上！,本日中に他の司令官の艦隊に対して3回「演習」を挑もう！,3,1
304,「演習」で他提督を圧倒せよ！,本日中に他の司令官の艦隊との「演習」で5回以上「勝利」をおさめよう！,3,1
306,式の準備！(その弐),本日中に「演習」で2回以上「勝利」をおさめ、式への気持ちを整理しよう！,3,4
307,艦隊の練度向上に努めよ！,作戦前に艦隊の練度向上を図る！本日中に「演習」で3回以上「勝利」をおさめよう！,3,4
308,演習を強化、艦隊の練度向上に努めよ！,艦隊のさらなる練度向上を図る！本日中に「演習」で4回以上「勝利」をおさめよう！,3,4
309,北方再突入に備え、練度向上に努めよ！,艦隊再突入に備え、艦隊練度向上を図る！本日中に「演習」で4回以上「勝利」せよ！,3,4
311,精鋭艦隊演習,同日中に「演習」で7回以上「勝利」をおさめ、我が精鋭艦隊の練度を示そう！,3,3
312,上陸部隊演習,島嶼攻略部隊の練度向上のため、本日中に演習で4回以上「勝利」せよ！,3,4
313,秋季大演習,秋の一日中に「演習」で8回以上「勝利」をおさめ、艦隊のさらなる練度に努めよ！,3,4
314,冬季大演習,冬の一日中に「演習」で8回以上「勝利」をおさめ、艦隊のさらなる練度に努めよ！,3,4
314,冬季大演習,冬季大演習：冬の一日中に「演習」で8回以上「勝利」をおさめ、艦隊のさらなる練度に努めよ！,3,4
315,春季大演習,春の一日中に「演習」で8回以上「勝利」をおさめ、艦隊の練度向上に努めよ！,3,4
315,春季大演習,春季大演習：春の一日中に「演習」で8回以上「勝利」をおさめ、艦隊の練度向上に努めよ！,3,4
316,輸送部隊の練度向上に努めよ！,演習任務：輸送部隊の練度向上を図る！本日中に演習で4回以上「勝利」せよ！,3,4
317,甲型駆逐艦の戦力整備計画,甲型駆逐艦整備任務：甲型駆逐艦【夕雲型/陽炎型】を2隻以上配備した第一艦隊で演習で3回「勝利」、その後、同艦隊を南西諸島海域に投入。各出撃で得られた戦訓を艦隊型駆逐艦戦力整備に活用せよ！,3,4
318,給糧艦「伊良湖」の支援,伊良湖支援任務：軽巡を2隻以上配備した第一艦隊で本日中に演習で3回「勝利」、その後、第一艦隊旗艦に戦闘糧食を二つ装備せよ！　※任務達成後、同戦闘糧食は消費します,3,3
319,精鋭「第二一駆」、猛特訓！,駆逐隊演習任務：精鋭「第二一駆逐隊」3隻を含む艦隊を編成。作戦に先立ち、猛特訓を開始する！同艦隊で、本日中に演習で4回勝利せよ！,3,4
320,駆逐隊、特訓始め！,駆逐隊演習任務：駆逐艦4隻で編成される駆逐隊。この駆逐隊を含む艦隊を編成。特訓を開始する！同艦隊で本日中に演習にて4回以上勝利せよ！,3,4
321,五周年任務【肆：演習】,五周年任務：駆逐艦または海防艦2隻以上を含む五隻の特別編成の艦隊を編成！この五周年特別艦隊で、本日中に演習で4回以上勝利せよ！,3,4
322,海防艦、演習始め！,海防艦演習任務：海防艦を旗艦に配備し、随伴艦に駆逐艦2隻以上を配した演習艦隊を編成。本演習艦隊で、本日中に演習で2回以上勝利せよ！,3,4
323,最精鋭甲型駆逐艦、特訓始め！,甲型駆逐隊演習任務：練度70以上の甲型駆逐艦【陽炎型/夕雲型】駆逐艦4隻で編成される駆逐隊。この精鋭駆逐隊を含む艦隊を編成。演習を開始する！同艦隊で本日中に演習にて4回以上勝利せよ！,3,4
324,戦闘航空母艦一番艦、演習始め！,改装航空戦艦(戦闘航空母艦)演習任務：旗艦「伊勢改二」、随伴艦に駆逐艦2隻以上を配した航空戦隊を編成。新改装艦の慣熟も兼ねた同航空戦隊の演習で、本日中に3回以上勝利せよ！,3,4
325,改夕雲型、演習始め！,改夕雲型演習任務：改夕雲型駆逐艦「夕雲改二」「長波改二」の精鋭駆逐艦2隻を含む艦隊を編成。改夕雲型駆逐隊の慣熟演習を開始する！同艦隊で本日中に演習にて4回以上勝利せよ！,3,4
326,夏季大演習,夏季大演習：夏季期間の一日中に「演習」で8回以上「勝利」をおさめ、艦隊の練度向上に努めよ！暑さに負けるな！　艦隊、抜錨！,3,4
327,朝潮型集合！特訓始め！,朝潮型演習任務：朝潮型駆逐艦4隻による駆逐隊を含む艦隊を編成。同艦隊で本日中に演習にて4回以上勝利せよ！朝潮型駆逐艦、前へ！,3,4
328,精強「十七駆」、猛特訓！,駆逐隊演習任務：精強「第十七駆逐隊」4隻を含む艦隊を編成。新改装精強駆逐隊による猛特訓を開始する！同艦隊で、本日中に演習で4回以上勝利せよ！,3,4
329,【節分任務】節分演習！,節分任務：駆逐艦または海防艦2隻を含む節分艦隊を編成、同艦隊を以て、節分演習を実施する！同節分演習艦隊で、本日中に演習において【完全勝利】を3回以上達成せよ！,3,1
329,【節分任務】節分演習！,節分任務：駆逐艦または海防艦2隻を含む節分艦隊を編成、同艦隊を以て、節分演習を実施する！令和三年節分演習艦隊で、本日中に演習において【完全勝利】を3回以上達成せよ！,3,1
330,空母機動部隊、演習始め！,空母機動部隊演習任務：航空母艦旗艦他1隻計2隻以上及び駆逐艦2隻を含む空母機動部隊を編成。機動部隊各艦の練度向上を図る！同艦隊で、本日中に演習で4回以上勝利せよ！,3,5
331,艦載機演習,艦載機演習任務：正規空母旗艦他1隻計2隻以上及び駆逐艦2隻を含む空母機動部隊を編成。艦載機の練度向上と装備充実を図る！同機動部隊で、本日中に演習を【A判定】以上3回勝利せよ！,3,4
332,六周年記念演習,六周年記念演習：軽巡クラス1隻と駆逐艦または海防艦計3隻以上を含む6隻編成の特務艦隊を編成。同艦隊による演習で本日中に【S判定】以上4回勝利せよ！,3,4
333,航空戦隊演習(その壱),航空戦隊演習任務：航空母艦3隻以上及び駆逐艦2隻以上を含む航空戦隊を編成。艦隊戦演習により、戦技及び練度向上を図る。同航空戦隊で、本日中に演習を【S判定】勝利3回以上達成せよ！,3,4
334,航空戦隊演習(その弐),航空戦隊演習任務：航空母艦3隻以上及び駆逐艦2隻以上を含む航空戦隊を編成。大規模演習により、さらなる戦技及び練度向上を図る。同航空戦隊で、本日中に演習を【S判定】勝利6回以上達成せよ！,3,4
335,新しき盾,「新しき盾」演習任務：重巡「摩耶」及び重巡「羽黒」を擁する艦隊による演習「新しき盾」を実施する。本「新しき盾」演習において、本日中に【S判定】勝利3回以上達成せよ！,3,4
336,輸送船団演習,輸送船団演習任務：補給艦または揚陸艦、海防艦を計2隻以上含む輸送船団を編成、同輸送船団及び護衛艦艇による演習で、本日中に【A判定】勝利4回以上達成せよ。,3,4
337,「十八駆」演習！,駆逐艦演習任務：第十八駆逐隊「霞」「霰」「陽炎」「不知火」の4隻を含む演習艦隊を編成。同艦隊で本日中に演習で【S判定】勝利3回以上を達成せよ！精鋭十八駆に落ち度など無し！,3,5
338,睦月型集合！演習始め！,睦月型演習任務：睦月型駆逐艦4隻による駆逐隊を含む演習艦隊を編成。同艦隊で本日中に演習にて4回以上勝利せよ！睦月型、がんばるにゃしぃ！,3,4
339,「十九駆」演習！,駆逐艦演習任務：第十九駆逐隊「磯波」「浦波」「綾波」「敷波」の4隻を含む演習艦隊を編成。同艦隊で本日中に演習で【S判定】勝利3回以上を達成せよ！精鋭十九駆、じゃ、見ててよね！,3,5
340,【桃の節句任務】桃の節句演習！,桃の節句任務：駆逐艦または海防艦計3隻を含む桃の節句艦隊を編成、同艦隊を以て、演習を実施！桃の節句演習艦隊で、本日中に演習において【S判定】勝利を3回以上達成せよ！,3,2
341,七周年任務【七駆演習】,七周年任務：第七駆逐隊「朧」「曙」「漣」「潮」のうち2隻以上を含む演習艦隊を編成、本日中に【A判定】勝利3回以上達成せよ。七周年、第七駆逐隊、おめでとう＆ありがと！,3,4
342,小艦艇群演習強化任務,駆逐艦または海防艦計4隻(軽巡級1隻導入可能)を含む演習艦隊を編成、同演習艦隊による演習で本日中に【A判定】以上の勝利を4回以上達成せよ！,3,5
343,航空母艦演習,航空母艦演習任務：正規空母を旗艦に、また僚艦に正規空母を1隻以上、さらに駆逐艦2隻以上を含む艦隊を編成。航空母艦の練度向上を図る！同艦隊で、本日中に4回以上演習で勝利せよ！,3,4
344,「第十方面艦隊」演習！,第十方面艦隊演習任務：同艦隊の基幹戦力である重巡「羽黒」「足柄」、駆逐艦「神風」のうち2隻以上を含む艦隊を編成。同艦隊で、本日中に【A判定】以上の勝利を4回以上達成せよ！,3,4
345,演習ティータイム！,「Warspite」「金剛」「Ark Royal」「Nelson」及びJ級駆逐艦から4隻以上含む艦隊を編成！同ティータイム艦隊で、本日中に【A判定】以上の勝利を4回以上達成せよ！Tea Timeは大切ネー！,3,5
346,最精鋭！主力オブ主力、演習開始！,第十駆逐隊演習任務：改装甲型駆逐艦「夕雲改二」「巻雲改二」「風雲改二」「秋雲改二」の4隻を含む艦隊を編成、同駆逐隊を含む精鋭艦隊で、本日中に【S判定】以上の勝利を4回以上達成せよ！,3,5
347,奇跡の駆逐艦,旗艦「雪風」を含む合計4隻以上の駆逐艦を配備した精強な演習艦隊を編成、本日中に演習で【S判定】以上の勝利を4回以上達成せよ！,3,4
348,「精鋭軽巡」演習！,旗艦に軽巡級(雷巡を除く)、旗艦含む3隻以上の軽巡級と随伴駆逐艦2隻を配備した軽巡演習艦隊を編成、同艦隊により本日中に演習で【A判定】以上の勝利を4回以上達成せよ！,3,5
350,精鋭「第七駆逐隊」演習開始！,七駆演習任務：第七駆逐隊「朧」「曙」「漣」「潮」の4隻を含む演習艦隊を編成、本日中に【A判定】勝利3回以上達成せよ。精鋭第七駆逐隊、演習開始！,3,5
351,改装航空巡洋艦「最上」、進発せよ！,改装航空巡洋艦「最上改二」または特殊改装航空巡洋艦「最上改二特」を旗艦として、随伴駆逐艦3隻以上を含む演習艦隊を編成！本日中に【A判定】勝利を4回以上達成せよ！,3,4
352,改装「矢矧」、精鋭水雷戦隊旗艦演習！,水雷戦隊旗艦演習：改装軽巡「矢矧改二」または「矢矧改二乙」を旗艦として、同指揮下に精鋭駆逐艦4隻以上を含む水雷戦隊を編成！本日中に【S判定】勝利を4回以上達成せよ！,3,4
353,「巡洋艦戦隊」演習！,「重巡洋艦」または「航空巡洋艦」、旗艦を含む重巡級4隻による巡洋艦戦隊を基幹とし、随伴駆逐艦2隻による計6隻編成の艦隊で、本日中に5回以上演習で勝利せよ！,3,5
354,「改装特務空母」任務部隊演習！,旗艦に「改装特務空母」、僚艦に「Fletcher級駆逐艦」または「John C.Butler級護衛駆逐艦」計2隻以上を含む任務部隊を編成。同艦隊で、本日中に【S判定】勝利を4回以上達成せよ！,3,5
401,はじめての「遠征」！,艦隊を「遠征」に出発させよう！,4,4
402,「遠征」を3回成功させよう！,本日中に「遠征」3回成功させよう！,4,1
403,「遠征」を10回成功させよう！,本日中に「遠征」10回成功させよう！,4,1
404,大規模遠征作戦、発令！,今週中に「遠征」30回成功させよう！,4,2
405,第一次潜水艦派遣作戦,はじめての潜水艦派遣作戦を成功させよう！,4,4
406,第二次潜水艦派遣作戦,第二次潜水艦派遣作戦を成功させよう！,4,4
408,潜水艦派遣作戦による技術入手の継続！,第三次及び第四次潜水艦派遣作戦を成功させ、他国製技術の導入に努めよ！,4,4
409,潜水艦派遣による海外艦との接触作戦,有力な潜水艦隊派遣による海外艦との接触作戦を成功させよ！,4,4
410,南方への輸送作戦を成功させよ！,激戦海域である南方海域への「東京急行」系遠征を敢行、これを成功させよ！,4,2
411,南方への鼠輸送を継続実施せよ！,今週中に「東京急行」系遠征を継続的に実施、同種作戦を7回成功させよう！,4,2
412,航空火力艦の運用を強化せよ！,「航空戦艦運用演習」を実施し、航空火力艦の運用の強化に努めよ！,4,4
413,(続)航空火力艦の運用を強化せよ！,「航空戦艦運用演習」を継続実施し、航空火力艦の運用の強化に引き続き努めよ！,4,4
414,遠洋潜水艦作戦を実施せよ！,「遠洋潜水艦作戦」を実施し、潜水艦隊の練度向上と敵艦隊漸減に努めよ！,4,4
415,遠洋潜水艦作戦の成果を拡大せよ！,「遠洋潜水艦作戦」を継続実施し、潜水艦隊の練度向上と敵艦隊漸減に努めよ！,4,4
416,防空射撃演習を実施せよ！,「防空射撃演習」を複数回実施し、艦隊の防空能力を高めよ！,4,4
417,囮機動部隊支援作戦を実施せよ！,「囮機動部隊支援作戦」を実施し、これを成功させよ！,4,4
418,観艦式予行を実施せよ！,観艦式を実施する。予行として「観艦式予行」を複数回実施し、これを2回成功させよ！,4,4
419,観艦式を敢行せよ！,練度の高い艦隊で観艦式本番を実施する。「観艦式」を実施し、これを成功させよ！,4,4
420,機動部隊の運用を強化せよ！,機動部隊遠征を実施、「MO作戦」及び「敵母港空襲作戦」を展開、これを成功させよ！,4,4
422,潜水艦派遣作戦による航空機技術入手,潜水艦派遣作戦により、新型航空機技術の導入に努めよ！,4,4
423,潜水艦派遣作戦による噴式技術の入手,"鉄鋼5,000及びボーキサイト1,500を準備して、潜水艦派遣作戦により噴式エンジン技術の導入に努めよ！※任務達成後、準備した資源は消費します。",4,4
424,輸送船団護衛を強化せよ！,遠征任務：「海上護衛任務」を反復実施し、輸送船団の護衛に務めよ！,4,3
425,海上護衛総隊、遠征開始！,遠征任務：遠征任務「対潜警戒任務」「海上護衛任務」「タンカー護衛任務」を実施、軽巡、駆逐艦、海防艦などから編成された護衛艦隊で各遠征を成功させよ！,4,4
426,海上通商航路の警戒を厳とせよ！,遠征任務：遠征任務「警備任務」「対潜警戒任務」「海上護衛任務」「強行偵察任務」を実施し、敵の通商破壊部隊を制圧、海上通商航路の安全を確保せよ！,4,5
427,遠征「補給」支援体制を強化せよ！,遠征補給支援体制の強化：鋼材800を用意し、遠征任務「兵站強化任務」を実施。同遠征任務を成功させ、艦隊遠征時における「補給」支援体制の拡充に努めよ！,4,4
428,近海に侵入する敵潜を制圧せよ！,敵潜制圧任務：遠征任務「対潜警戒任務」「海峡警備行動」「長時間対潜警戒」をそれぞれ複数回実施し、近海に潜り込む敵潜部隊を制圧、我が領海から叩き出せ！,4,5
429,「捷一号作戦」、発動準備！,捷一号作戦準備任務：遠征任務「警備任務」「兵站強化任務」及び「南西方面航空偵察作戦」を実施。これを無事完遂し、南西方面での作戦準備にあたれ！,4,4
430,「海防艦」、進発せよ！,海上護衛任務：遠征任務「兵站強化任務」「海峡警備行動」「海上護衛任務」「タンカー護衛任務」を海防艦、駆逐艦などを主軸とした護衛艦艇で実施せよ！,4,4
431,艦隊司令部の強化 【準備段階】,艦隊司令部強化の準備：遠征任務「敵地偵察作戦」「海峡警備行動」「南西方面航空偵察作戦」「兵站強化任務」を海防艦や水雷戦隊、水上機母艦等を投入、同遠征任務群を成功させよ！,4,4
432,警備及び哨戒偵察を強化せよ！,警備哨戒任務：遠征「海峡警備行動」「強行偵察任務」「南西方面航空偵察作戦」を実施、南方戦線遠征の前段作戦として、内地及び南西諸島方面の警備及び哨戒偵察を実施せよ！,4,4
433,南方戦線遠征を実施せよ！,南方戦線遠征：南方海域の作戦を援護する南方作戦遠征作戦を実施する。南方海域遠征「東京急行」「東京急行(弐)」「水上機基地建設」「水上機前線輸送」「MO作戦」を実施せよ！,4,4
434,特設護衛船団司令部、活動開始！,海上護衛任務：遠征任務「警備任務」「海上護衛任務」「兵站強化任務」「海峡警備行動」「タンカー護衛任務」の各任務を、海防艦?駆逐艦などを主軸とした護衛艦艇で実施せよ！,4,5
435,【桃の節句任務】桃の節句遠征！,桃の節句任務：遠征任務「対潜警戒任務」「強行偵察任務」「包囲陸戦隊撤収作戦」「南西方面航空偵察作戦」「長時間対潜警戒」の各遠征を実施、これを成功させよ！,4,2
436,練習航海及び警備任務を実施せよ！,練習航海及び警備任務：「練習航海」「長距離練習航海」「警備任務」「対潜警戒任務」「強行偵察任務」の各遠征任務を、軽巡?駆逐艦?海防艦などの艦艇で実施せよ！,4,5
437,小笠原沖哨戒線の強化を実施せよ！,小笠原沖哨戒線任務：「対潜警戒任務」「小笠原沖哨戒線遠征」「小笠原沖戦闘哨戒」「南西方面航空偵察作戦」の各遠征任務を軽巡?駆逐艦など実施、これを成功させよ！,4,5
438,南西諸島方面の海上護衛を強化せよ！,海上護衛任務：「兵站強化任務」「対潜警戒任務」「タンカー護衛任務」及び「南西諸島捜索撃滅戦」の各遠征任務を実施、これを成功させよ！,4,5
439,兵站強化遠征任務【基本作戦】,兵站強化遠征任務：「海上護衛任務」「兵站強化任務」「ボーキサイト輸送任務」及び「南西方面航空偵察作戦」の各遠征任務を実施、これを成功させよ！,4,5
440,兵站強化遠征任務【拡張作戦】,兵站強化拡張任務：「ブルネイ泊地沖哨戒」「海上護衛任務」「水上機前線輸送」及び「強行鼠輸送作戦」「南西海域戦闘哨戒」各遠征を実施、これを成功させよ！,4,5
441,【節分任務】令和三年節分遠征任務,節分任務：「南西方面航空偵察作戦」「西方海域偵察作戦」「西方海域封鎖作戦」及び「潜水艦通商破壊作戦」各遠征を実施、これを成功させよ！,4,4
442,西方連絡作戦準備を実施せよ！,西方連絡作戦準備：「西方海域偵察作戦」「潜水艦派遣演習」「潜水艦派遣作戦」及び「欧州方面友軍との接触」各遠征を実施、これを成功させよ！,4,5
443,西方連絡作戦による航空技術獲得,西方連絡作戦実施：欧州友軍の航空技術入手のため、複数の潜水艦による「潜水艦派遣作戦」を複数回実施し、これらを見事成功させよ！,4,4
444,新兵装開発資材輸送を船団護衛せよ！,新兵装開発資材輸送護衛：「海上護衛任務」「資源輸送任務」「タンカー護衛任務」「南西方面航空偵察作戦」「ボーキサイト輸送任務」遠征を実施、これを成功させよ！,4,5
445,航空基地を整備拡張せよ！,航空基地整備：「海上護衛任務」「兵站強化任務」「タンカー護衛任務」「航空機輸送作戦」「水上機基地建設」「水上機前線輸送」「ボーキサイト船団護衛」を実施せよ！,4,4
446,【作戦準備】第一段階任務(対潜整備),作戦準備(第一段階任務)：「警備任務」「対潜警戒任務」「海上護衛任務」「海峡警備行動」及び「兵站強化任務」各遠征を実施、これをそれぞれ1回以上成功させよ！,4,4
501,はじめての「補給」！,補給は大事です！燃料?弾薬を艦に「補給」しよう！,5,4
502,はじめての「入渠」！,戦闘で傷ついた艦を「入渠」させて修理して、次の出撃に備えよう！,5,4
503,艦隊大整備！,各艦隊から整備が必要な艦を5隻以上ドック入りさせ、大規模な整備をしよう！,5,1
504,艦隊酒保祭り！,艦隊酒保祭り！各艦に延べ15回以上の補給を実施しよう！,5,1
505,主計科任務【おにぎりを作る！】,主計科任務：回収した「お米」炊いて、「おにぎり」を作ろう。海の上で食う握り飯は……美味いぞ！,5,4
506,主計科任務【おにぎりを振舞おう！】,主計科任務：「お米」一杯炊いて、「おにぎり」を新たに3回作るかも。工廠の皆に差し入れで振舞いたいかも！　※任務達成後、作った戦闘糧食は消費します。,5,4
507,主計科任務【高級おにぎりを作る！】,主計科任務：美味しい「お米」と「梅干」と「海苔」で、「高級おにぎり」を作りましょう。いい食材で、丁寧に作った握り飯は……美味しい！提督、美味しいです！,5,4
508,主計科任務【差し入れ！高級おにぎり】,主計科任務：そうだ、提督、いいこと考えました！この美味しい「高級おにぎり」を一杯作って空技廠の皆さんに差し入れしましょう！ね、加賀さん！(※高級おにぎりを後2回作りましょう),5,4
509,主計科任務【お茶漬けを作る！】,主計科任務：「お米」と「梅干」と「海苔」、そして良い「お茶」で、「お茶漬け」を作りましょう。さらさら～っと食べれるお茶漬けは、夜食にも、飲みの後の〆の一杯としても最高ですね！,5,4
510,主計科任務【お茶漬け、夜食にどうぞ！】,主計科任務：いつもお世話になってる、大よ…任務娘さんや、あ…アイテム屋さんに、たまにはお夜食で美味しいお茶漬けを差し入れしましょう！そうしましょう！(お茶漬けを2回作りますね、ね?),5,4
511,主計科任務【海苔巻きを作ろう！】,主計科任務：「秋刀魚の缶詰」の備蓄なんか無いよ！……大丈夫！航空弁当用に海苔巻きの材料「お米」x12と「海苔」x6を集めれば、航空弁当用に主計課が「秋刀魚の缶詰」と交換してくれます！,5,4
512,主計科任務【和定食膳を作って完食！】,主計科任務：いよいよ主計課任務もクライマックスです。食材を総動員して「和定食膳」を作りましょう！美味いけど量がたりない…という娘達のために、「おにぎり」も追加で3つ作りましょう！完食です！,5,4
513,主計科拡張任務【日の丸弁当、量産！】,大量の美味しい「お米」、そして「梅干」を使って、美味しい日の丸弁当を量産、明石さんの工廠に差し入れです！「お茶」も淹れるのです！秘書駆逐艦の第1スロに噴進砲、二式爆雷も装備…なのです！,5,4
601,はじめての「建造」！,「工廠」で鋼材などの資材を使って新しい艦を「建造」しよう！,6,4
602,はじめての「開発」！,「工廠」でボーキサイトなどの資材を使って新しい装備アイテムを「開発」しよう！,6,4
603,はじめての「解体」！,「工廠」で不要な艦を「解体」してみよう！,6,4
604,はじめての「廃棄」！,「工廠」で装備アイテムを「廃棄」してみよう！,6,4
605,新装備「開発」指令,「工廠」で装備アイテムを新たに「開発」しよう(失敗もOK)！,6,1
606,新造艦「建造」指令,「工廠」で艦娘を本日中に新たに「建造」しよう！,6,1
607,装備「開発」集中強化！,「工廠」で装備アイテムを本日中に3回「開発」しよう(失敗もOK)！,6,1
